	file-startTime	file-deviceID	quality-goodCalibration	quality-goodWearTime	quality-daylightSavingsCrossover
5383675	2014-02-28 10:00:03	4980	1.0	1	0.0
2717489	2015-07-03 10:00:04	4382	1.0	1	0.0
5754134	2015-10-02 10:00:07	15906	1.0	1	0.0
2321712	2015-10-09 10:00:07	14797	1.0	0	0.0
3011174	2014-01-25 10:00:03	2815	1.0	1	0.0
4058927	2015-12-05 10:00:04	2605	1.0	1	0.0
5999128	2014-07-24 10:00:06	15668	1.0	1	0.0
2627693	2014-10-22 10:00:06	4517	1.0	1	0.0
3993028	2014-11-05 10:00:05	4078	1.0	1	0.0
4930462	2015-01-16 10:00:06	4542	1.0	1	0.0
1040956	2015-04-15 10:00:03	3258	1.0	1	0.0
2619292	2015-05-21 10:00:04	15946	1.0	1	0.0
2620734	2014-06-27 10:00:07	2438	1.0	1	0.0
1496599	2015-02-27 10:00:07	2785	1.0	1	0.0
4787977	2014-04-04 10:00:04	16287	1.0	1	0.0
2970530	2014-07-04 10:00:04	2330	1.0	1	0.0
2769935	2015-06-26 10:00:05	10153	1.0	1	0.0
1522439	2015-07-27 10:00:04	3874	1.0	1	0.0
3032344	2014-01-13 10:00:07	3645	1.0	1	0.0
5702546	2015-07-29 10:00:06	2755	1.0	1	0.0
4243632	2015-03-28 10:00:04	3628	1.0	1	0.0
4750762	2015-06-01 10:00:05	15780	1.0	1	0.0
5795845	2014-03-31 10:00:04	3657	1.0	1	0.0
5594181	2014-09-19 10:00:06	4033	1.0	1	0.0
4299873	2015-12-11 10:00:03	16178	1.0	1	0.0
2272315	2015-06-12 10:00:02	4930	1.0	1	0.0
3546049	2014-08-22 10:00:05	2975	1.0	1	0.0
4897546	2013-10-16 10:00:05	3617	1.0	1	0.0
2042756	2015-06-11 10:00:07	15212	1.0	1	0.0
3052108	2014-09-06 10:00:06	10609	1.0	1	0.0
2544493	2015-08-19 10:00:07	15203	1.0	1	0.0
4210746	2015-07-31 10:00:04	3043	1.0	1	0.0
3432698	2015-06-17 10:00:02	15565	0.0	1	0.0
5125884	2014-10-15 10:00:07	3124	1.0	1	0.0
2973828	2013-11-23 10:00:05	3711	0.0	0	0.0
1189490	2013-10-09 10:00:04	16282	1.0	0	0.0
4648130	2015-12-18 10:00:02	15617	1.0	1	0.0
1113809	2015-06-19 10:00:07	16469	1.0	1	0.0
3989150	2014-07-16 10:00:05	16157	1.0	0	0.0
1842483	2015-12-11 10:00:03	4810	1.0	1	0.0
4127771	2015-07-03 10:00:04	4653	1.0	1	0.0
4622401	2014-04-09 10:00:07	4271	1.0	1	0.0
4185308	2014-06-18 10:00:04	16510	1.0	1	0.0
4697414	2014-11-20 10:00:03	4094	1.0	1	0.0
4677617	2014-07-12 10:00:05	10347	1.0	1	0.0
2059313	2014-10-23 10:00:06	3016	1.0	1	0.0
1534362	2014-07-30 10:00:03	4024	1.0	1	1.0
1238196	2014-09-05 10:00:03	3388	1.0	1	0.0
4799691	2015-08-13 10:00:05	4438	1.0	1	0.0
4598494	2014-10-08 10:00:07	10411	1.0	1	0.0
5522784	2014-12-15 10:00:06	16117	1.0	1	0.0
5661745	2013-11-22 10:00:07	10231	1.0	0	0.0
3235799	2013-12-18 10:00:06	10209	1.0	1	0.0
2989516	2015-11-28 10:00:06	4473	1.0	1	0.0
3897894	2015-11-04 10:00:04	16294	1.0	1	0.0
1598530	2013-07-20 10:00:06	4794	1.0	1	1.0
3164307	2015-08-21 10:00:07	4857	1.0	1	0.0
2226314	2015-01-17 10:00:04	4878	1.0	0	0.0
3818928	2015-11-25 10:00:06	10503	1.0	1	0.0
4977675	2014-10-01 10:00:02	4202	1.0	1	0.0
4169488	2015-07-03 10:00:05	15538	1.0	0	0.0
5874623	2014-10-01 10:00:05	15370	1.0	1	0.0
4288717	2015-07-17 10:00:05	17345	1.0	1	0.0
2814650	2014-03-29 10:00:04	3651	1.0	1	0.0
3531740	2013-12-02 10:00:03	16137	1.0	1	0.0
1821284	2015-09-10 10:00:07	2396	1.0	1	0.0
1630385	2015-05-20 10:00:05	2284	1.0	1	0.0
2618531	2015-10-15 10:00:04	4945	1.0	1	0.0
2517985	2014-08-28 10:00:06	10489	1.0	0	0.0
1771290	2014-04-28 10:00:07	10226	1.0	1	0.0
2521199	2015-05-20 10:00:05	3203	1.0	1	0.0
2421617	2013-06-03 10:00:06	16697	1.0	1	0.0
3675393	2014-02-22 10:00:06	3800	1.0	1	0.0
5767767	2014-10-30 10:00:05	10459	1.0	1	0.0
1645834	2015-10-23 10:00:04	10368	1.0	1	0.0
5176616	2013-11-04 10:00:02	2382	1.0	1	0.0
4743403	2014-08-20 10:00:04	3208	1.0	1	0.0
3735002	2015-07-31 10:00:02	4179	1.0	1	0.0
5185163	2015-12-17 10:00:04	4319	1.0	1	0.0
5681380	2014-08-21 10:00:06	14669	1.0	1	0.0
4035922	2014-03-01 10:00:04	3238	1.0	1	0.0
1906396	2014-05-24 10:00:06	4950	1.0	1	0.0
3099799	2015-06-17 10:00:03	4822	1.0	1	1.0
2156524	2015-02-21 10:00:07	16217	0.0	1	0.0
2228274	2014-12-01 10:00:06	3127	1.0	1	0.0
5921630	2014-08-22 10:00:03	3259	1.0	1	0.0
3177519	2013-12-20 10:00:03	4733	1.0	1	0.0
5565201	2014-11-22 10:00:04	16211	1.0	1	0.0
2542665	2014-07-07 10:00:04	4189	1.0	1	0.0
3920028	2014-08-20 10:00:05	2692	1.0	1	0.0
3190145	2015-05-13 10:00:03	3052	1.0	1	0.0
4309732	2013-11-23 10:00:06	4386	1.0	1	0.0
4645385	2014-02-26 10:00:06	10077	1.0	1	0.0
5822686	2015-10-01 10:00:07	10116	1.0	1	0.0
4178699	2014-10-22 10:00:06	14715	1.0	1	0.0
3464009	2015-11-28 10:00:06	4459	1.0	1	0.0
4584617	2015-05-23 10:00:04	2295	1.0	1	0.0
5885987	2015-05-23 10:00:05	3247	1.0	1	0.0
4129268	2015-03-06 10:00:05	2462	1.0	1	1.0
2567078	2015-02-21 10:00:06	4462	1.0	1	0.0
3014834	2013-12-16 10:00:04	13905	1.0	1	0.0
4808907	2013-10-16 10:00:06	10550	1.0	1	0.0
2725422	2013-07-10 10:00:06	2498	1.0	1	0.0
3728910	2014-03-03 10:00:04	2209	1.0	1	0.0
5057875	2014-04-16 10:00:05	15833	1.0	1	0.0
1987408	2015-09-04 10:00:06	3896	1.0	1	0.0
4959907	2014-04-05 10:00:07	4303	1.0	1	0.0
5188082	2014-09-20 10:00:03	3435	1.0	1	0.0
1695119	2014-06-09 10:00:07	16175	1.0	1	0.0
1763524	2014-07-12 10:00:03	16391	1.0	0	0.0
6002079	2013-10-19 10:00:03	4534	1.0	1	0.0
3187152	2014-09-22 10:00:05	10256	1.0	1	0.0
5673148	2014-12-05 10:00:03	16149	1.0	1	0.0
2861120	2014-02-06 10:00:04	2162	1.0	1	0.0
4510364	2015-05-08 10:00:03	2087	1.0	1	0.0
3913008	2014-05-24 10:00:05	17270	1.0	1	0.0
4075397	2014-02-28 10:00:03	4758	1.0	0	0.0
1868134	2015-02-04 10:00:04	3399	1.0	1	0.0
2622301	2014-06-16 10:00:03	4753	1.0	1	0.0
3978657	2013-08-12 10:00:03	4718	1.0	0	0.0
2405207	2015-03-14 10:00:03	3111	1.0	1	0.0
3860414	2015-12-03 10:00:04	2124	1.0	1	0.0
3860506	2014-05-17 10:00:02	4001	1.0	1	0.0
5092256	2014-01-09 10:00:06	3059	1.0	0	0.0
3313159	2014-09-11 10:00:06	15782	1.0	1	0.0
2546935	2015-11-19 10:00:04	10373	1.0	1	0.0
3105958	2014-01-22 10:00:02	3033	1.0	1	0.0
4437357	2014-07-14 10:00:04	15873	1.0	1	0.0
2009205	2014-07-23 10:00:06	14682	1.0	1	0.0
2494729	2013-08-03 10:00:05	2657	1.0	1	0.0
4934292	2014-02-17 10:00:06	2711	1.0	1	0.0
4952893	2014-04-09 10:00:06	10222	1.0	1	0.0
3222026	2015-11-09 10:00:04	2084	1.0	1	0.0
4912157	2014-04-30 10:00:05	4438	1.0	1	0.0
5272910	2014-01-31 10:00:02	15530	1.0	1	0.0
4231345	2015-05-28 10:00:04	13738	1.0	1	0.0
2345786	2014-11-21 10:00:04	4484	1.0	1	0.0
4017241	2015-04-09 10:00:04	4737	1.0	1	0.0
5980620	2015-02-27 10:00:05	16435	1.0	1	0.0
3871206	2014-04-14 10:00:03	2862	1.0	1	0.0
5532928	2014-09-01 10:00:03	15605	1.0	1	0.0
3657649	2015-06-20 10:00:06	4789	1.0	1	0.0
1377715	2014-08-18 10:00:04	2829	1.0	1	0.0
3241000	2015-09-18 10:00:05	1399	1.0	1	0.0
4565827	2015-07-20 10:00:03	2672	1.0	1	0.0
3258820	2014-11-21 10:00:02	10226	1.0	1	0.0
4682936	2014-07-25 10:00:03	15672	1.0	1	0.0
3377898	2015-07-23 10:00:07	3147	1.0	1	0.0
5310247	2014-07-19 10:00:04	3751	1.0	1	0.0
4806043	2014-06-23 10:00:05	3969	1.0	1	0.0
2391084	2014-09-12 10:00:03	3277	1.0	1	0.0
4043142	2014-04-02 10:00:06	1941	1.0	1	0.0
1312369	2014-02-21 09:58:26	2341	1.0	1	0.0
2198835	2013-07-10 10:00:06	10325	1.0	1	0.0
3058949	2014-02-07 09:59:41	15547	1.0	1	0.0
5246939	2014-05-31 10:00:05	4058	1.0	1	0.0
1315230	2014-05-14 10:00:07	3885	1.0	1	0.0
5055086	2014-10-20 10:00:06	15618	1.0	1	0.0
4898539	2014-11-03 10:00:03	2835	1.0	1	0.0
4546372	2013-11-22 10:00:06	3071	1.0	1	0.0
3478583	2014-08-29 10:00:06	3538	1.0	1	0.0
3896046	2015-07-06 10:00:03	14706	1.0	0	0.0
3884518	2013-11-13 10:00:07	3115	1.0	1	0.0
5540694	2014-09-04 10:00:07	4945	1.0	1	0.0
1383720	2014-11-12 10:00:02	3598	1.0	1	0.0
1389524	2014-10-01 10:00:02	4462	1.0	1	0.0
1024737	2015-08-22 10:00:02	13667	1.0	1	0.0
1051765	2014-07-05 10:00:06	10362	1.0	1	0.0
1890591	2014-05-14 10:00:05	4724	1.0	1	0.0
1777097	2015-03-21 10:00:07	4206	1.0	0	0.0
4224797	2015-01-22 10:00:06	3506	1.0	1	0.0
5368959	2015-08-20 10:00:04	15788	1.0	1	0.0
5295380	2014-08-07 10:00:04	15902	1.0	1	0.0
2675759	2014-09-01 10:00:02	16066	1.0	1	0.0
5131209	2014-06-20 10:00:04	3099	1.0	1	0.0
1128915	2014-04-04 10:00:03	16131	1.0	1	0.0
3174236	2015-01-09 09:58:54	16448	1.0	1	0.0
1029225	2014-12-15 10:00:03	2290	1.0	1	0.0
2543254	2014-08-22 10:00:05	4693	1.0	1	0.0
2486142	2015-02-18 10:00:07	15442	1.0	0	0.0
3593425	2014-09-20 10:00:04	3214	1.0	1	0.0
3541914	2014-12-01 10:00:06	4024	1.0	1	0.0
1360357	2015-12-19 10:00:02	16103	1.0	1	0.0
5364869	2015-11-14 10:00:05	2862	1.0	1	0.0
3020543	2015-04-27 10:00:05	3324	1.0	1	0.0
1720055	2015-02-28 10:00:05	10349	1.0	1	0.0
3434372	2015-06-10 10:00:03	3658	1.0	1	0.0
4406889	2013-07-15 10:00:03	15635	1.0	1	0.0
5207356	2013-06-01 10:00:04	10466	1.0	1	0.0
1405486	2014-04-16 09:58:06	2402	1.0	1	0.0
2192349	2013-10-31 10:00:06	4810	0.0	1	0.0
4664533	2015-03-07 10:00:02	3544	1.0	1	0.0
2240838	2014-05-09 10:00:07	2135	1.0	1	0.0
3122504	2014-02-10 10:00:04	15688	1.0	1	0.0
4896281	2015-09-23 10:00:06	10511	1.0	1	0.0
2025268	2015-08-20 10:00:03	16057	1.0	1	0.0
5690677	2015-07-15 10:00:04	1987	0.0	1	0.0
4942042	2014-08-01 10:00:07	2971	1.0	1	0.0
5901523	2015-12-16 10:00:03	2590	1.0	1	0.0
4774741	2015-03-11 10:00:05	10371	1.0	1	0.0
5208918	2014-02-17 10:00:05	1721	1.0	1	0.0
3957597	2013-08-12 10:00:06	10161	1.0	1	0.0
2518932	2015-01-26 10:00:04	15885	1.0	1	0.0
1323249	2015-09-24 10:00:03	2582	1.0	1	0.0
3736138	2015-01-23 10:00:03	2344	1.0	1	0.0
1761938	2015-07-30 10:00:02	4322	1.0	1	0.0
1605450	2015-05-14 10:00:06	3017	1.0	1	0.0
4514665	2014-01-13 10:00:07	3216	1.0	1	0.0
3029256	2015-02-26 10:00:06	10254	1.0	1	0.0
4652496	2013-11-15 10:00:02	16169	1.0	1	0.0
5802394	2015-06-06 10:00:05	14649	1.0	1	0.0
6003661	2015-03-06 10:00:04	4556	1.0	1	0.0
5860146	2015-05-01 10:00:07	10193	1.0	1	0.0
5792329	2013-12-19 10:00:06	3575	1.0	1	0.0
1917997	2015-10-03 10:00:03	4607	1.0	1	0.0
3471632	2015-09-14 10:00:07	2916	1.0	1	0.0
5310152	2015-11-18 10:00:05	4624	1.0	1	1.0
3470744	2014-07-07 10:00:02	2511	1.0	0	0.0
4808176	2014-11-03 10:00:03	3798	1.0	1	0.0
3017623	2015-05-08 10:00:02	4301	1.0	1	0.0
1148808	2015-07-09 10:00:05	16081	1.0	1	0.0
1092237	2015-07-02 10:00:04	4659	1.0	1	0.0
1836512	2015-06-18 10:00:03	2498	1.0	1	0.0
3869941	2014-09-20 10:00:03	3114	1.0	1	0.0
6021161	2015-04-02 10:00:05	4529	1.0	1	0.0
5039434	2014-02-17 10:00:04	15391	1.0	1	0.0
2488029	2013-11-21 10:00:05	16278	1.0	1	0.0
1743361	2014-11-29 10:00:06	3305	1.0	1	0.0
5350251	2013-07-24 10:00:05	4620	1.0	1	0.0
1110228	2014-06-06 10:00:06	10618	1.0	1	0.0
1655143	2015-04-02 10:00:04	16057	1.0	1	0.0
3222915	2014-09-20 10:00:05	4168	1.0	1	0.0
2630655	2015-05-09 10:00:03	15988	1.0	1	0.0
5197899	2015-10-03 10:00:06	15639	1.0	0	0.0
1287113	2015-10-09 10:00:05	4880	1.0	1	0.0
4493697	2014-07-05 10:00:05	2333	1.0	1	0.0
3523684	2014-11-22 10:00:06	4302	1.0	1	0.0
4299227	2013-07-04 10:00:05	2244	1.0	1	0.0
2327109	2014-04-23 10:00:05	10188	1.0	1	0.0
5190090	2014-01-13 10:00:05	3470	1.0	1	0.0
5218459	2015-09-01 10:00:05	15789	1.0	1	0.0
4657266	2015-09-23 10:00:06	3614	0.0	1	0.0
3782804	2014-10-03 10:00:04	4430	1.0	1	1.0
1565206	2015-11-14 10:00:06	10108	1.0	1	0.0
3342975	2014-09-01 10:00:02	3043	1.0	1	0.0
5896500	2015-01-30 10:00:05	4358	1.0	1	0.0
3105829	2015-10-19 10:00:04	3666	1.0	1	0.0
2656832	2013-12-16 10:00:05	4045	1.0	0	0.0
4376502	2015-02-25 10:00:07	16463	1.0	1	0.0
2503860	2015-07-24 10:00:07	3819	1.0	1	0.0
6005041	2013-12-19 10:00:06	2781	1.0	1	0.0
3057664	2013-08-16 10:00:03	4428	1.0	1	0.0
4611808	2014-09-19 10:00:07	4301	1.0	1	0.0
2045185	2015-08-27 10:00:06	4951	1.0	1	0.0
3546623	2014-07-25 10:00:07	1529	1.0	1	0.0
4435924	2015-08-14 10:00:04	15694	1.0	1	0.0
1352866	2015-05-20 10:00:06	15872	1.0	1	1.0
5206717	2014-09-15 10:00:02	10647	1.0	1	0.0
4704931	2014-09-22 10:00:05	15724	1.0	1	0.0
1142812	2014-05-06 10:00:04	3461	1.0	1	0.0
6008128	2014-02-07 09:58:34	10144	1.0	1	1.0
4499800	2015-07-04 10:00:04	2149	1.0	0	0.0
5784465	2014-09-26 10:00:05	3926	1.0	1	0.0
5754967	2014-09-27 10:00:03	3092	1.0	0	0.0
2722749	2013-11-01 10:00:07	4607	1.0	1	0.0
2621652	2014-06-13 10:00:06	4607	1.0	1	0.0
3949156	2014-11-03 10:00:07	13695	1.0	1	0.0
4961148	2015-10-29 10:00:03	15750	1.0	1	0.0
4082346	2014-03-01 10:00:07	15893	1.0	1	0.0
4822725	2015-11-06 10:00:02	3302	0.0	1	0.0
4732174	2015-04-10 10:00:03	16199	1.0	1	0.0
1874845	2013-12-05 10:00:04	4463	1.0	1	0.0
2101017	2015-04-20 10:00:04	4684	1.0	1	0.0
2654414	2014-02-24 10:00:02	4528	1.0	1	0.0
1389859	2015-07-20 10:00:04	2804	1.0	1	0.0
3346955	2015-07-02 10:00:06	14757	1.0	1	0.0
2445579	2014-02-10 10:00:04	13686	1.0	1	0.0
2113943	2014-02-27 10:00:03	2797	1.0	1	0.0
3293128	2014-03-10 10:00:02	10537	1.0	1	0.0
3162425	2015-12-04 10:00:06	10046	1.0	1	0.0
4381021	2013-10-26 10:00:07	3516	1.0	1	0.0
5513932	2013-12-19 10:00:07	15538	1.0	1	0.0
2213466	2014-07-24 10:00:05	3079	1.0	1	0.0
4756118	2015-01-10 10:00:07	10014	1.0	0	0.0
3391997	2015-10-29 10:00:03	10200	1.0	1	0.0
3418330	2014-01-13 10:00:05	10321	1.0	1	0.0
5921285	2015-01-17 10:00:06	15456	1.0	1	0.0
3116673	2014-12-12 10:00:03	2498	1.0	1	0.0
1615269	2015-11-28 10:00:06	10456	1.0	1	0.0
2962395	2015-11-11 10:00:07	4386	1.0	1	0.0
1113539	2015-05-21 10:00:06	2146	1.0	1	0.0
3688782	2015-02-06 10:00:02	15485	1.0	1	0.0
2865987	2015-05-26 10:00:04	3593	1.0	0	0.0
1118375	2014-06-07 10:00:03	15766	1.0	1	0.0
3549661	2014-12-17 10:00:03	4275	1.0	1	0.0
1390240	2013-07-17 10:00:06	3226	1.0	1	0.0
5364496	2013-12-18 10:00:05	15519	1.0	1	0.0
4247201	2014-07-17 10:00:06	3976	1.0	1	0.0
1490844	2014-06-23 10:00:05	10484	1.0	1	0.0
3120154	2013-12-02 10:00:06	15242	0.0	1	0.0
2272433	2015-08-24 10:00:06	3771	1.0	1	1.0
4352475	2014-12-13 10:00:03	2645	1.0	1	0.0
5103925	2015-03-27 10:00:03	15716	1.0	1	0.0
4776071	2015-12-03 10:00:05	2780	1.0	1	0.0
4462596	2013-12-11 10:00:05	10219	1.0	1	0.0
4666234	2014-06-28 10:00:06	15408	1.0	1	0.0
3332824	2013-10-04 10:00:05	3207	1.0	1	0.0
4387376	2015-08-14 10:00:05	4697	1.0	1	0.0
1230630	2015-06-26 10:00:07	3438	1.0	1	0.0
2356593	2014-10-29 10:00:03	2369	1.0	1	0.0
1815859	2013-12-20 10:00:05	2643	1.0	1	0.0
2917455	2014-08-09 10:00:06	4541	1.0	1	0.0
1416365	2015-07-03 10:00:06	1582	1.0	1	0.0
5321365	2014-12-06 10:00:06	15718	1.0	1	0.0
1730968	2014-02-28 10:00:04	4777	1.0	1	0.0
2068347	2013-12-06 10:00:02	3480	1.0	1	0.0
5155632	2014-06-28 10:00:02	4910	1.0	1	0.0
4864342	2014-03-06 10:00:05	4363	1.0	1	0.0
2212383	2014-12-15 10:00:06	2648	1.0	1	0.0
2636862	2014-09-08 10:00:06	16071	1.0	1	0.0
5258904	2015-05-07 10:00:06	3846	1.0	1	0.0
5395369	2015-03-07 10:00:05	16062	1.0	1	0.0
2553347	2014-03-12 10:00:04	15712	0.0	1	0.0
5316964	2014-05-27 10:00:03	2333	1.0	1	1.0
5772297	2015-11-02 10:00:06	3828	1.0	1	0.0
1067851	2014-07-21 10:00:03	2897	1.0	1	0.0
2822067	2014-10-29 10:00:05	15668	1.0	1	0.0
3291113	2014-06-13 10:00:05	4913	1.0	1	0.0
2777691	2015-09-11 10:00:06	3209	1.0	1	0.0
4898137	2014-10-04 10:00:03	16257	1.0	1	0.0
5164933	2015-09-05 10:00:02	2226	1.0	1	0.0
4794808	2014-07-28 10:00:03	16460	1.0	1	0.0
4052691	2014-07-25 10:00:02	15903	1.0	1	1.0
4478960	2014-11-08 10:00:03	4602	1.0	1	0.0
4554882	2014-10-17 10:00:06	4008	1.0	1	0.0
5419883	2014-07-07 10:00:04	2845	1.0	1	0.0
5269144	2014-08-29 10:00:05	3834	1.0	1	0.0
1058836	2015-03-21 10:00:04	4399	1.0	1	0.0
2510745	2015-01-28 10:00:04	4120	1.0	1	0.0
4750580	2013-12-07 10:00:06	2803	1.0	1	0.0
5973124	2014-01-24 10:00:03	10056	1.0	1	0.0
2860379	2015-02-04 10:00:04	3422	1.0	1	0.0
4311437	2014-01-29 10:00:05	3605	1.0	1	0.0
3277030	2014-04-23 10:00:03	3118	1.0	1	0.0
1964713	2015-08-28 10:00:03	3542	1.0	1	0.0
1275986	2014-08-15 10:00:04	14795	1.0	1	0.0
2072961	2014-05-08 10:00:03	4167	1.0	1	0.0
1273020	2015-05-07 10:00:03	10033	1.0	1	0.0
3045754	2014-09-06 10:00:06	3399	1.0	1	0.0
3687234	2015-06-27 10:00:03	10349	1.0	1	0.0
5553574	2015-05-09 10:00:03	3039	1.0	1	0.0
3824543	2013-10-26 10:00:05	4094	1.0	1	0.0
4813022	2013-10-18 10:00:05	14492	1.0	1	0.0
5919979	2014-02-08 10:00:07	16410	1.0	1	0.0
1319502	2015-09-24 10:00:07	3383	1.0	1	0.0
3371380	2014-06-09 10:00:03	15911	1.0	1	0.0
2127802	2014-05-24 10:00:05	4308	1.0	1	0.0
3380355	2013-07-20 09:59:05	15529	1.0	1	0.0
2616577	2015-07-30 10:00:06	10046	1.0	1	0.0
3817198	2015-07-24 10:00:03	2645	1.0	1	0.0
3883167	2015-01-24 10:00:06	2885	1.0	1	0.0
1384131	2014-09-15 10:00:07	14783	1.0	1	0.0
1639276	2015-02-27 10:00:04	2716	0.0	1	0.0
1483213	2015-02-28 10:00:02	4069	1.0	1	0.0
3098174	2014-09-01 10:00:03	15527	1.0	1	0.0
5620407	2015-05-11 10:00:04	2975	1.0	1	0.0
1584722	2015-02-19 10:00:06	4005	1.0	1	0.0
5326334	2015-06-24 10:00:05	4989	1.0	1	0.0
2706366	2015-11-26 10:00:06	4190	1.0	1	0.0
4759581	2014-08-16 10:00:06	4571	1.0	1	0.0
2281841	2015-07-10 10:00:02	4584	1.0	1	0.0
2604632	2015-04-11 10:00:02	10109	1.0	1	0.0
3824834	2014-05-22 10:00:07	2125	1.0	1	0.0
3901510	2014-01-31 10:00:04	2249	1.0	1	0.0
4645869	2015-02-14 10:00:05	3211	1.0	1	0.0
4620170	2015-01-29 10:00:05	3719	1.0	1	0.0
3969107	2014-12-13 10:00:04	3696	1.0	1	0.0
4940481	2014-09-22 10:00:06	2915	1.0	1	0.0
3133511	2015-05-09 10:00:02	4521	0.0	1	1.0
1472762	2015-03-21 10:00:07	4148	1.0	1	0.0
4704026	2014-04-10 10:00:03	10489	1.0	1	0.0
2206991	2014-09-13 10:00:02	3815	1.0	1	0.0
5240066	2015-02-04 10:00:03	2835	1.0	1	0.0
5503016	2015-06-29 10:00:04	4612	1.0	1	0.0
1966412	2013-11-16 10:00:03	3989	1.0	1	0.0
3850876	2015-11-18 10:00:05	2537	1.0	1	0.0
5542622	2015-05-14 10:00:07	4549	1.0	1	0.0
3360323	2015-09-03 10:00:05	2816	1.0	1	0.0
3355727	2014-04-24 10:00:03	15673	1.0	1	0.0
5752239	2014-04-30 10:00:03	10558	1.0	1	0.0
3226912	2015-12-17 10:00:05	10635	1.0	1	0.0
2133223	2015-03-27 10:00:07	4558	0.0	1	0.0
1566082	2014-11-06 10:00:05	2147	1.0	1	0.0
1536351	2013-08-29 10:00:03	15951	1.0	1	0.0
2273413	2015-08-28 10:00:03	3399	1.0	1	0.0
4935934	2015-03-06 10:00:07	2727	1.0	1	0.0
5604285	2015-07-29 10:00:05	4137	1.0	1	0.0
2773880	2014-09-01 10:00:05	4005	1.0	1	0.0
2994068	2014-08-11 10:00:04	4647	1.0	0	0.0
1862237	2015-05-13 10:00:05	15900	1.0	1	0.0
4579556	2014-07-07 10:00:04	4747	1.0	1	0.0
2179231	2015-07-24 10:00:06	3670	1.0	1	0.0
4871454	2013-10-24 10:00:04	16458	1.0	1	0.0
4937465	2015-04-08 10:00:07	10144	1.0	1	0.0
1093368	2015-04-27 10:00:04	3976	1.0	1	0.0
4069062	2014-02-15 10:00:04	10563	1.0	1	0.0
1631171	2015-12-02 10:00:04	4496	1.0	1	0.0
5009607	2015-10-02 10:00:03	10200	1.0	0	0.0
1028925	2015-03-09 10:00:03	3484	1.0	1	0.0
4744063	2014-09-15 10:00:07	15566	1.0	1	0.0
1562805	2014-12-20 10:00:05	3097	1.0	1	0.0
3930337	2015-09-01 10:00:06	4088	1.0	1	0.0
4874537	2015-09-24 10:00:04	3058	1.0	1	0.0
3629726	2015-09-07 10:00:04	4702	1.0	1	0.0
5077981	2015-04-16 10:00:04	15932	1.0	1	0.0
4303825	2013-11-16 10:00:05	16527	1.0	1	1.0
4249752	2014-01-27 10:00:05	3067	1.0	1	0.0
3060361	2015-05-07 10:00:03	16120	1.0	1	0.0
2556391	2013-12-19 10:00:06	2909	1.0	1	1.0
5448136	2015-07-23 10:00:02	3219	1.0	1	0.0
5775687	2014-10-30 10:00:05	2778	1.0	1	0.0
3918343	2015-08-06 10:00:07	10002	1.0	1	0.0
5551005	2015-06-05 10:00:07	15733	1.0	1	0.0
4139712	2015-06-29 10:00:03	3617	1.0	1	0.0
1305830	2014-02-14 10:00:05	16238	1.0	0	0.0
4813377	2015-10-23 10:00:03	4044	1.0	1	0.0
5546168	2013-09-20 10:00:03	3723	1.0	1	0.0
3610538	2013-12-20 10:00:04	4576	1.0	0	0.0
1184280	2015-10-28 10:00:05	15478	1.0	1	1.0
5792046	2014-07-03 10:00:07	3594	1.0	1	0.0
3413446	2015-09-07 10:00:03	2241	1.0	1	0.0
3672721	2014-07-09 10:00:05	4496	1.0	1	0.0
3744192	2013-07-10 10:00:04	10103	1.0	1	0.0
3492174	2015-11-28 10:00:02	3732	1.0	1	0.0
5255663	2015-01-21 10:00:02	15678	1.0	1	0.0
5466885	2013-08-08 10:00:05	4799	1.0	1	0.0
1628886	2014-07-16 10:00:02	4107	1.0	1	1.0
2647798	2015-04-27 10:00:03	15551	1.0	1	0.0
4391181	2014-07-19 10:00:03	3330	1.0	1	0.0
4148483	2015-06-25 10:00:03	3474	1.0	1	0.0
2986372	2014-07-21 10:00:02	15650	1.0	1	0.0
5611188	2014-11-07 10:00:06	4115	1.0	1	0.0
2844785	2014-08-30 10:00:04	4182	1.0	1	0.0
3471312	2015-06-05 10:00:04	4017	1.0	1	0.0
2239948	2014-06-27 10:00:02	3562	1.0	1	0.0
2616429	2014-07-28 10:00:03	2423	1.0	1	0.0
3562098	2013-12-06 10:00:02	15467	1.0	1	0.0
3328130	2015-04-29 10:00:04	2801	1.0	1	0.0
5574946	2014-11-14 10:00:06	10118	1.0	1	0.0
3155924	2014-10-29 10:00:03	10608	1.0	1	0.0
3728176	2015-07-17 10:00:05	2575	1.0	1	1.0
2723930	2013-12-14 10:00:07	2801	1.0	1	0.0
3048099	2015-04-22 10:00:06	15786	1.0	1	0.0
5384952	2013-10-16 10:00:04	10471	1.0	1	0.0
1973579	2014-06-19 10:00:03	3133	1.0	1	0.0
4080537	2014-09-05 10:00:06	3311	1.0	1	0.0
3929321	2015-09-30 10:00:02	16313	1.0	1	0.0
4100347	2014-04-23 10:00:02	4087	1.0	1	0.0
5177832	2015-01-22 10:00:05	10038	1.0	1	0.0
2427929	2014-12-12 10:00:04	10267	1.0	1	0.0
4898711	2015-09-12 10:00:07	2308	1.0	1	0.0
3632741	2015-05-22 10:00:04	15516	1.0	1	0.0
2609770	2015-01-12 10:00:05	2599	1.0	1	0.0
4242132	2015-11-14 10:00:07	10371	1.0	1	0.0
2282462	2014-05-19 10:00:02	3307	1.0	1	0.0
